Unnamed: 0.1,Unnamed: 0,verdict,statement_originator,statement_x,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity_GPT3_wNV,Fact_assessment_GPT3_wNV,Offensive Assessment,statement_y,Toxicity_GPT4_without_NV,Fact assessment_GPT4_without_NV,statement_z,Toxicity_GPT4_with_NV,Fact assessment_GPT4_with_NV,statement_w_x,Toxicity_GPT3_without_NV_x,Fact assessment_GPT3_without_NV_x,statement_w_y,Toxicity_GPT3_without_NV_y,Fact assessment_GPT3_without_NV_y,Toxicity,Fact assessment,Source Verification,Fact Assessment,Image assessment
731,6528,pants-fire,Dave Brat,"On Abigail Spanberger: ""She got $2.2 million from ActBlue...That is the George Soros resistance group.""",10/21/2018,radio,Warren Fiske,11/2/2018,https://www.politifact.com/factchecks/2018/nov/02/dave-brat/dave-brats-linkage-george-soros-abigail-spanberger/,3,False,,,,,"On Abigail Spanberger: ""She got $2.2 million from ActBlue...That is the George Soros resistance group.""",1.0,False,"On Abigail Spanberger: ""She got $2.2 million from ActBlue...That is the George Soros resistance group.""",6.0,False,"On Abigail Spanberger: ""She got $2.2 million from ActBlue...That is the George Soros resistance group.""",6.0,False,1,false,,,
732,8691,half-true,David Dewhurst,"""We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.""",8/25/2010,speech,,8/31/2010,https://www.politifact.com/factchecks/2010/aug/31/david-dewhurst/lt-gov-david-dewhurst-says-united-states-spends-mo/,1,'true',,,,,"""We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.""",1.0,True,"""We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.""",1.0,true,"""We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.""",1.0,true,1,true,,,
733,11605,pants-fire,Bloggers,Says Quaden Bayles committed suicide.,3/4/2020,blog,Ciara O'Rourke,3/5/2020,https://www.politifact.com/factchecks/2020/mar/05/blog-posting/dont-believe-blog-post-about-quaden-bayles-committ/,10,False,,,,,Says Quaden Bayles committed suicide.,,False,Says Quaden Bayles committed suicide.,10.0,False,Says Quaden Bayles committed suicide.,10.0,False,1,False,,,
734,3257,mostly-false,Kelda Helen Roys,"Says ""political interference"" from Scott Walker’s administration has led to ""gagging (DNR) scientists so they can no longer comment on proposed legislation"" and ""we’re letting polluters write their own permits.""",5/2/2018,news,Anna Groves,7/27/2018,https://www.politifact.com/factchecks/2018/jul/27/kelda-helen-roys/governor-hopeful-kelda-roys-says-walker-administra/,3,'no verdict',,,,,"Says ""political interference"" from Scott Walker’s administration has led to ""gagging (DNR) scientists so they can no longer comment on proposed legislation"" and ""we’re letting polluters write their own permits.""",1.0,no verdict,"Says ""political interference"" from Scott Walker’s administration has led to ""gagging (DNR) scientists so they can no longer comment on proposed legislation"" and ""we’re letting polluters write their own permits.""",3.0,true,"Says ""political interference"" from Scott Walker’s administration has led to ""gagging (DNR) scientists so they can no longer comment on proposed legislation"" and ""we’re letting polluters write their own permits.""",3.0,true,1,'false',,,
735,15179,false,Donald Trump,"""Bob Corker gave us the Iran Deal.""",10/8/2017,social_media,John Kruzel,10/12/2017,https://www.politifact.com/factchecks/2017/oct/12/donald-trump/sen-bob-corker-responsible-iran-deal-donald-trump-/,1,False,,,,,"""Bob Corker gave us the Iran Deal.""",1.0,False,"""Bob Corker gave us the Iran Deal.""",1.0,'false',"""Bob Corker gave us the Iran Deal.""",1.0,'false',1,false,,,
736,18394,half-true,Scott Walker,"Says Tom Barrett plans ""to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.""",5/31/2012,speech,Tom Kertscher,6/1/2012,https://www.politifact.com/factchecks/2012/jun/01/scott-walker/wisconsin-recall-scott-walker-says-tom-barrett-pla/,3,true,,,,,"Says Tom Barrett plans ""to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.""",1.0,no verdict,"Says Tom Barrett plans ""to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.""",2.0,True,"Says Tom Barrett plans ""to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.""",2.0,True,1,Requires fact-checking,,,
737,4224,true,Joe Biden,"""Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.""",6/18/2013,social_media,Jon Greenberg,6/20/2013,https://www.politifact.com/factchecks/2013/jun/20/joe-biden/biden-newtown-more-american-gun-deaths-soldiers-lo/,1,true,,,,,"""Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.""",1.0,No verdict,"""Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.""",1.0,True,"""Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.""",1.0,True,1,False,,,
738,4122,false,Bernard Jackvony,"David Cicilline is ""the 5th most liberal person in the House of Representatives.""",9/2/2012,other,C. Eugene Emery Jr.,9/17/2012,https://www.politifact.com/factchecks/2012/sep/17/bernard-jackvony/republican-bernard-jackvony-says-democrat-david-ci/,1,'no verdict',,,,,"David Cicilline is ""the 5th most liberal person in the House of Representatives.""",1.0,No verdict,"David Cicilline is ""the 5th most liberal person in the House of Representatives.""",1.0,True,"David Cicilline is ""the 5th most liberal person in the House of Representatives.""",1.0,True,1,False,,,
739,17572,half-true,Sarah Godlewski,"""On average, 17% of a family’s income goes towards child care in Wisconsin.""",2/6/2021,social_media,Eric Litke,2/23/2021,https://www.politifact.com/factchecks/2021/feb/23/sarah-godlewski/child-care-costs-are-high-godlewskis-stat-lacks-nu/,1,true,,,,,"""On average, 17% of a family’s income goes towards child care in Wisconsin.""",1.0,No verdict,"""On average, 17% of a family’s income goes towards child care in Wisconsin.""",1.0,true,"""On average, 17% of a family’s income goes towards child care in Wisconsin.""",1.0,true,1,Unverified,,,
740,21018,false,Jim DeMint,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",2/5/2009,speech,Robert Farley,2/13/2009,https://www.politifact.com/factchecks/2009/feb/13/jim-demint/demint-stimulus-prayer-dorms-religion/,1,False,,,,,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",1.0,false,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",1.0,False,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",1.0,False,1,false,,,
741,9624,false,Bob Seger,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",10/12/2014,news,James B. Nelson,11/10/2014,https://www.politifact.com/factchecks/2014/nov/10/bob-seger/rock-singer-bob-seger-says-gogebic-mine-would-be-b/,2,False,,,,,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",1.0,No verdict,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",1.0,false,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",1.0,false,1,False,,,
742,19865,false,Rudy Moise,"The congressional district for Miami-Dade and Broward counties has a ""staggering drop-out rate of almost 61 percent.""",5/1/2012,campaign,Amy Sherman,5/7/2012,https://www.politifact.com/factchecks/2012/may/07/rudy-moise/rudy-moise-miami-dade-broward-drop-out-rate/,1,False,,,,,"The congressional district for Miami-Dade and Broward counties has a ""staggering drop-out rate of almost 61 percent.""",1.0,No verdict,"The congressional district for Miami-Dade and Broward counties has a ""staggering drop-out rate of almost 61 percent.""",1.0,false,"The congressional district for Miami-Dade and Broward counties has a ""staggering drop-out rate of almost 61 percent.""",1.0,false,1,false,,,
743,17617,half-true,Florida Democratic Party,"""$575 billion cut from Medicare in Trump’s proposed 2020 budget.""",9/30/2019,social_media,Amy Sherman,10/3/2019,https://www.politifact.com/factchecks/2019/oct/03/florida-democratic-party/trump-visit-florida-state-democrats-mislead-about-/,2,true,,,,,"""$575 billion cut from Medicare in Trump’s proposed 2020 budget.""",1.0,False,"""$575 billion cut from Medicare in Trump’s proposed 2020 budget.""",2.0,true,"""$575 billion cut from Medicare in Trump’s proposed 2020 budget.""",2.0,true,1,false,,,
744,16114,pants-fire,Joe Sanfelippo,"""Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.""",2/13/2020,radio,Eric Litke,2/20/2020,https://www.politifact.com/factchecks/2020/feb/20/joe-sanfelippo/sanfelippo-flops-claim-violent-crime/,1,'true',,,,,"""Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.""",1.0,No verdict,"""Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.""",1.0,True,"""Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.""",1.0,True,1,'true',,,
745,4368,mostly-false,Matt Lauer,"""The name Frank has risen in popularity by 20 percent"" since the debut of 'House of Cards' on Netflix.",1/11/2015,news,Katie Sanders,1/12/2015,https://www.politifact.com/factchecks/2015/jan/12/matt-lauer/matt-lauer-says-name-frank-more-popular-after-kevi/,2,'false',,,,,"""The name Frank has risen in popularity by 20 percent"" since the debut of 'House of Cards' on Netflix.",1.0,No verdict,"""The name Frank has risen in popularity by 20 percent"" since the debut of 'House of Cards' on Netflix.",1.0,true,"""The name Frank has risen in popularity by 20 percent"" since the debut of 'House of Cards' on Netflix.",1.0,true,1,'false',,,
746,290,half-true,Rick Perry,"""Santorum also voted for a teapot museum in North Carolina.""",1/2/2012,advertisement,Jake Berry,1/3/2012,https://www.politifact.com/factchecks/2012/jan/03/rick-perry/says-rick-santorum-voted-teapot-museum/,1,True,,,,,"""Santorum also voted for a teapot museum in North Carolina.""",1.0,True,"""Santorum also voted for a teapot museum in North Carolina.""",1.0,True,"""Santorum also voted for a teapot museum in North Carolina.""",1.0,True,1,True,,,
747,20253,half-true,Leticia Van de Putte,"Dan Patrick said that if women ""get paid less than a man for the same job, that that’s not a problem.""",9/29/2014,speech,W. Gardner Selby,10/2/2014,https://www.politifact.com/factchecks/2014/oct/02/leticia-van-de-putte/leticia-van-de-putte-says-dan-patrick-said-equal-p/,8,False,,,,,"Dan Patrick said that if women ""get paid less than a man for the same job, that that’s not a problem.""",1.0,no verdict,"Dan Patrick said that if women ""get paid less than a man for the same job, that that’s not a problem.""",7.0,false,"Dan Patrick said that if women ""get paid less than a man for the same job, that that’s not a problem.""",7.0,false,1,False,,,
748,10224,pants-fire,Chain email,"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold.",11/23/2009,email,Catharine Richert,11/23/2009,https://www.politifact.com/factchecks/2009/nov/23/chain-email/chain-e-mail-claims-cap-and-trade-will-require-hom/,1,'false',,,,,"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold.",1.0,False,"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold.",2.0,True,"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold.",2.0,True,1,False,,,
749,17857,true,Rick Perry,"""I belong to the AFL-CIO.""",1/9/2015,other,W. Gardner Selby,1/13/2015,https://www.politifact.com/factchecks/2015/jan/13/rick-perry/rick-perry-i-belong-afl-cio/,1,True,,,,,"""I belong to the AFL-CIO.""",1.0,No verdict,"""I belong to the AFL-CIO.""",1.0,True,"""I belong to the AFL-CIO.""",1.0,True,1,Unverifiable,,,
750,5761,mostly-true,Joe Biden,"The law governing the transition of presidential power ""doesn’t require there to be an absolute winner. It says the ‘apparent' winner.""",11/18/2020,other,Louis Jacobson,11/19/2020,https://www.politifact.com/factchecks/2020/nov/19/joe-biden/joe-biden-right-transition-starts-apparent-winner/,1,true,,,,,"The law governing the transition of presidential power ""doesn’t require there to be an absolute winner. It says the ‘apparent' winner.""",1.0,True,"The law governing the transition of presidential power ""doesn’t require there to be an absolute winner. It says the ‘apparent' winner.""",1.0,true,"The law governing the transition of presidential power ""doesn’t require there to be an absolute winner. It says the ‘apparent' winner.""",1.0,true,1,True,,,
751,3505,pants-fire,Facebook posts,"""The Clinton Foundation folded.""",2/4/2018,social_media,Tom Kertscher,2/11/2021,https://www.politifact.com/factchecks/2021/feb/11/facebook-posts/clinton-foundation-has-not-folded-2018-post-s-reci/,1,False,,,,,"""The Clinton Foundation folded.""",1.0,False,"""The Clinton Foundation folded.""",1.0,False,"""The Clinton Foundation folded.""",1.0,False,1,False,,,
752,12311,false,Rebecca Kleefisch,"Says Gov. Tony Evers is ""a big proponent of this defund the police movement.""",4/30/2022,statement,D.L. Davis,5/20/2022,https://www.politifact.com/factchecks/2022/may/20/rebecca-kleefisch/democrat-evers-not-big-proponent-defunding-police-/,3,'false',,,,,"Says Gov. Tony Evers is ""a big proponent of this defund the police movement.""",1.0,no verdict,"Says Gov. Tony Evers is ""a big proponent of this defund the police movement.""",2.0,False,"Says Gov. Tony Evers is ""a big proponent of this defund the police movement.""",2.0,False,1,False,,,
753,11635,mostly-false,Barack Obama,"""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""",9/27/2013,speech,Louis Jacobson,9/30/2013,https://www.politifact.com/factchecks/2013/sep/30/barack-obama/barack-obama-says-democrats-and-republicans-senate/,1,true,,,,,"""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""",1.0,No verdict,"""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""",1.0,true,"""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""",1.0,true,1,True,,,
754,5792,mostly-true,Marco Rubio,"""I still live in the same working-class neighborhood I grew up in.""",2/12/2013,other,Katie Sanders,2/14/2013,https://www.politifact.com/factchecks/2013/feb/14/marco-rubio/look-marco-rubios-working-class-west-miami-home/,1,true,,,,,"""I still live in the same working-class neighborhood I grew up in.""",1.0,No verdict,"""I still live in the same working-class neighborhood I grew up in.""",1.0,true,"""I still live in the same working-class neighborhood I grew up in.""",1.0,true,1,Unverifiable,,,
755,18854,false,Joe Biden,"""We’re sending back the vast majority of the families that are coming.""",3/25/2021,news,Miriam Valverde,3/25/2021,https://www.politifact.com/factchecks/2021/mar/25/joe-biden/fact-checking-joe-bidens-claim-about-families-bord/,2,'false',,,,,"""We’re sending back the vast majority of the families that are coming.""",1.0,No verdict,"""We’re sending back the vast majority of the families that are coming.""",2.0,true,"""We’re sending back the vast majority of the families that are coming.""",2.0,true,1,Unverifiable,,,
756,11069,pants-fire,Viral Truth Wire,"""Obama secretly flees US - leaves stunning evidence behind.""",3/22/2018,news,Mica Soellner,4/5/2018,https://www.politifact.com/factchecks/2018/apr/05/viral-truth-wire/no-barack-obama-did-not-flee-country-because-surfa/,1,False,,,,,"""Obama secretly flees US - leaves stunning evidence behind.""",1.0,False,"""Obama secretly flees US - leaves stunning evidence behind.""",6.0,false,"""Obama secretly flees US - leaves stunning evidence behind.""",6.0,false,1,False,,,
757,10871,false,Doug Otto,Says Rick Perry said there’s an administrator for every teacher in Texas public schools.,3/22/2011,radio,W. Gardner Selby,6/10/2011,https://www.politifact.com/factchecks/2011/jun/10/doug-otto/plano-school-chief-says-rick-perry-said-theres-1-1/,1,'false',,,,,Says Rick Perry said there’s an administrator for every teacher in Texas public schools.,,no verdict,Says Rick Perry said there’s an administrator for every teacher in Texas public schools.,2.0,true,Says Rick Perry said there’s an administrator for every teacher in Texas public schools.,2.0,true,1,False,,,
758,20760,pants-fire,Facebook posts,"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",7/8/2020,social_media,Louis Jacobson,7/15/2020,https://www.politifact.com/factchecks/2020/jul/15/facebook-posts/dont-trust-comparison-daily-coronavirus-deaths-oth/,3,false,,,,,"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",3.0,False,"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",2.0,False,"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",2.0,False,2,False,,,
759,6036,true,Crossroads GPS,"""(Stimulus money) went to critically important projects like studying ants in Africa.""",11/10/2011,advertisement,Sean Gorman,11/21/2011,https://www.politifact.com/factchecks/2011/nov/21/crossroads-gps/crossroads-grassroots-policy-strategy-claims-19-mi/,2,'false',,,,,"""(Stimulus money) went to critically important projects like studying ants in Africa.""",1.0,No verdict,"""(Stimulus money) went to critically important projects like studying ants in Africa.""",3.0,False,"""(Stimulus money) went to critically important projects like studying ants in Africa.""",3.0,False,1,False,,,
760,13907,mostly-true,Donald Trump,"""It has been 269 days since (Hillary) Clinton has held a press conference.""",8/30/2016,email,Louis Jacobson,8/31/2016,https://www.politifact.com/factchecks/2016/aug/31/donald-trump/has-hillary-clinton-not-had-press-conference-269-d/,3,true,,,,,"""It has been 269 days since (Hillary) Clinton has held a press conference.""",1.0,No verdict,"""It has been 269 days since (Hillary) Clinton has held a press conference.""",2.0,true,"""It has been 269 days since (Hillary) Clinton has held a press conference.""",2.0,true,1,True,,,
761,2366,half-true,Karen Handel,"Congress secured special Obamacare rules ""to prevent their healthcare costs from rising.""",8/20/2013,email,Eric Stirgus,9/3/2013,https://www.politifact.com/factchecks/2013/sep/03/karen-handel/handels-diagnoses-obamacare-rule-bad-legislation/,2,'false',,,,,"Congress secured special Obamacare rules ""to prevent their healthcare costs from rising.""",1.0,false,"Congress secured special Obamacare rules ""to prevent their healthcare costs from rising.""",1.0,false,"Congress secured special Obamacare rules ""to prevent their healthcare costs from rising.""",1.0,false,1,False,,,
762,11762,half-true,Jon Tester,"Says Matt Rosendale ""consistently supported land use rules that would help developers like him and hurt farmers in Montana.""",8/3/2018,blog,John Kruzel,8/9/2018,https://www.politifact.com/factchecks/2018/aug/09/jon-tester/montana-senate-race-long-standing-battle-between-d/,2,'no verdict',,,,,"Says Matt Rosendale ""consistently supported land use rules that would help developers like him and hurt farmers in Montana.""",1.0,No verdict,"Says Matt Rosendale ""consistently supported land use rules that would help developers like him and hurt farmers in Montana.""",2.0,false,"Says Matt Rosendale ""consistently supported land use rules that would help developers like him and hurt farmers in Montana.""",2.0,false,1,Unverifiable,,,
763,10235,mostly-false,Donald Trump,"Says delegates can't ""legally"" change the Republican National Convention rules to prevent Donald Trump’s nomination.",6/19/2016,news,Linda Qiu,6/19/2016,https://www.politifact.com/factchecks/2016/jun/19/donald-trump/donald-trump-said-its-illegal-delegates-change-rul/,2,'no verdict',,,,,"Says delegates can't ""legally"" change the Republican National Convention rules to prevent Donald Trump’s nomination.",1.0,true,"Says delegates can't ""legally"" change the Republican National Convention rules to prevent Donald Trump’s nomination.",2.0,true,"Says delegates can't ""legally"" change the Republican National Convention rules to prevent Donald Trump’s nomination.",2.0,true,1,False,,,
764,11169,true,Andrew Cuomo,"""No city in the state can quarantine itself without state approval.""",3/17/2020,news,Jill Terreri Ramos,3/20/2020,https://www.politifact.com/factchecks/2020/mar/20/andrew-cuomo/cuomo-correctly-says-no-quarantine-without-state-a/,1,true,,,,,"""No city in the state can quarantine itself without state approval.""",1.0,No verdict,"""No city in the state can quarantine itself without state approval.""",1.0,True,"""No city in the state can quarantine itself without state approval.""",1.0,True,1,'true',,,
765,1026,false,Viral image,"Says CNN said ""Taliban fighters responsibly wearing masks.""",8/15/2021,social_media,Ciara O'Rourke,8/17/2021,https://www.politifact.com/factchecks/2021/aug/17/viral-image/no-cnn-didnt-praise-taliban-wearing-masks/,1,False,,,,,"Says CNN said ""Taliban fighters responsibly wearing masks.""",1.0,False,"Says CNN said ""Taliban fighters responsibly wearing masks.""",1.0,False,"Says CNN said ""Taliban fighters responsibly wearing masks.""",1.0,False,1,False,,,
766,14010,mostly-true,Mike Villarreal,"Says that over the last decade, the state's population grew three times faster than the Texas state tax system.",1/7/2011,news,W. Gardner Selby,2/2/2011,https://www.politifact.com/factchecks/2011/feb/02/mike-villarreal/mike-villarreal-says-texas-population-grew-three-t/,1,'no verdict',,,,,"Says that over the last decade, the state's population grew three times faster than the Texas state tax system.",1.0,No verdict,"Says that over the last decade, the state's population grew three times faster than the Texas state tax system.",1.0,true,"Says that over the last decade, the state's population grew three times faster than the Texas state tax system.",1.0,true,1,'false',,,
767,10698,half-true,Jack Kingston,"President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.",5/12/2014,campaign,Nancy Badertscher,7/7/2014,https://www.politifact.com/factchecks/2014/jul/07/jack-kingston/kingstons-attack-obamas-miltary-plans-misfires/,2,False,,,,,"President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.",1.0,False,"President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.",3.0,false,"President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.",3.0,false,1,True,,,
768,10798,false,Back to Basics,"Rick Perry is ""taking money away from hurricane victims"" and diverting it to ""remodel the Governor's Mansion.""",10/13/2010,advertisement,W. Gardner Selby,10/27/2010,https://www.politifact.com/factchecks/2010/oct/27/back-basics/back-basics-group-says-rick-perry-diverting-hurric/,3,False,,,,,"Rick Perry is ""taking money away from hurricane victims"" and diverting it to ""remodel the Governor's Mansion.""",1.0,No verdict,"Rick Perry is ""taking money away from hurricane victims"" and diverting it to ""remodel the Governor's Mansion.""",6.0,false,"Rick Perry is ""taking money away from hurricane victims"" and diverting it to ""remodel the Governor's Mansion.""",6.0,false,1,False,,,
769,420,half-true,Community Oncology Alliance,"""An independent analysis shows that payments for cancer care will be slashed by close to 45% causing cancer clinics to close and massively raising your healthcare costs.""",11/29/2021,radio,Julie Appleby,12/7/2021,https://www.politifact.com/factchecks/2021/dec/07/community-oncology-alliance/oncology-doctors-say-build-back-better-act-will-hu/,7,False,,,,,"""An independent analysis shows that payments for cancer care will be slashed by close to 45% causing cancer clinics to close and massively raising your healthcare costs.""",1.0,no verdict,"""An independent analysis shows that payments for cancer care will be slashed by close to 45% causing cancer clinics to close and massively raising your healthcare costs.""",3.0,false,"""An independent analysis shows that payments for cancer care will be slashed by close to 45% causing cancer clinics to close and massively raising your healthcare costs.""",3.0,false,2,'false',,,
770,19296,true,Grover Fugate,"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",8/23/2013,news,John Hill,9/28/2013,https://www.politifact.com/factchecks/2013/sep/28/grover-fugate/ri-coastal-official-says-rising-sea-levels-climate/,1,'true',,,,,"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",1.0,No verdict,"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",1.0,False,"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",1.0,False,1,True,,,
771,20657,half-true,Charlie Crist,"Says Rick Scott ""spent $800,000 of your tax dollars upgrading the Governor's Mansion.""",10/24/2014,campaign,Joshua Gillin,10/31/2014,https://www.politifact.com/factchecks/2014/oct/31/charlie-crist/crist-says-scott-spent-800k-governors-mansion-reno/,3,'true',,,,,"Says Rick Scott ""spent $800,000 of your tax dollars upgrading the Governor's Mansion.""",1.0,No verdict,"Says Rick Scott ""spent $800,000 of your tax dollars upgrading the Governor's Mansion.""",3.0,true,"Says Rick Scott ""spent $800,000 of your tax dollars upgrading the Governor's Mansion.""",3.0,true,1,'false',,,
772,7293,mostly-false,Kirk Cox,"""Sheila Bynum-Coleman said, ‘We need to get the police out of the schools.’""",10/13/2019,advertisement,Warren Fiske,10/22/2019,https://www.politifact.com/factchecks/2019/oct/22/kirk-cox/cox-ad-distorts-bynum-coleman-statement-police-sch/,2,true,,,,,"""Sheila Bynum-Coleman said, ‘We need to get the police out of the schools.’""",1.0,No verdict,"""Sheila Bynum-Coleman said, ‘We need to get the police out of the schools.’""",1.0,true,"""Sheila Bynum-Coleman said, ‘We need to get the police out of the schools.’""",1.0,true,1,Unverifiable,,,
773,7827,mostly-false,Tom Barrett,"""Walker says he’s for lower taxes. But Milwaukee County spending has gone up by $349 million.""",8/6/2010,campaign,James B. Nelson,9/12/2010,https://www.politifact.com/factchecks/2010/sep/12/tom-barrett/tom-barrett-says-scott-walker-big-spender-despite-/,2,'no verdict',,,,,"""Walker says he’s for lower taxes. But Milwaukee County spending has gone up by $349 million.""",1.0,No verdict,"""Walker says he’s for lower taxes. But Milwaukee County spending has gone up by $349 million.""",1.0,true,"""Walker says he’s for lower taxes. But Milwaukee County spending has gone up by $349 million.""",1.0,true,1,Requires fact-checking,,,
774,565,false,Facebook posts,"""Moderna chief medical officer admits: mRNA alters DNA.""",4/13/2021,social_media,Ciara O'Rourke,4/14/2021,https://www.politifact.com/factchecks/2021/apr/14/facebook-posts/no-modernas-chief-medical-officer-didnt-say-mrna-a/,1,False,,,,,"""Moderna chief medical officer admits: mRNA alters DNA.""",1.0,False,"""Moderna chief medical officer admits: mRNA alters DNA.""",1.0,False,"""Moderna chief medical officer admits: mRNA alters DNA.""",1.0,False,1,False,,,
775,14904,true,Greg Abbott,"""We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.""",5/18/2021,news,Brandon Mulder,5/21/2021,https://www.politifact.com/factchecks/2021/may/21/greg-abbott/job-openings-texas-match-number-people-unemploymen/,1,true,,,,,"""We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.""",1.0,No verdict,"""We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.""",1.0,true,"""We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.""",1.0,true,1,'false',,,
776,4474,mostly-false,John McCain,"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",9/26/2008,other,Angie Drobnic Holan,9/26/2008,https://www.politifact.com/factchecks/2008/sep/26/john-mccain/mccain-repeats-questionable-tax-claim/,3,False,,,,,"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",1.0,True,"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",3.0,'false',"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",3.0,'false',1,False,,,
777,6495,mostly-false,Hillary Clinton,"""A salesclerk at Hobby Lobby who needs contraception … is not going to get that service through her employer’s health care plan because her employer doesn’t think she should be using contraception.""",6/30/2014,news,Louis Jacobson,7/3/2014,https://www.politifact.com/factchecks/2014/jul/03/hillary-clinton/hillary-clinton-says-hobby-lobby-salesclerk-not-go/,7,'true',,,,,"""A salesclerk at Hobby Lobby who needs contraception … is not going to get that service through her employer’s health care plan because her employer doesn’t think she should be using contraception.""",1.0,True,"""A salesclerk at Hobby Lobby who needs contraception … is not going to get that service through her employer’s health care plan because her employer doesn’t think she should be using contraception.""",3.0,true,"""A salesclerk at Hobby Lobby who needs contraception … is not going to get that service through her employer’s health care plan because her employer doesn’t think she should be using contraception.""",3.0,true,1,True,,,
778,10859,mostly-false,Donald Trump,"""Our new (health care) plans are up to 60% less expensive and better"" than Obamacare.",2/4/2020,speech,Julie Appleby,2/10/2020,https://www.politifact.com/factchecks/2020/feb/10/donald-trump/better-other-plans-or-better-nothing-trumps-claim-/,2,'no verdict',,,,,"""Our new (health care) plans are up to 60% less expensive and better"" than Obamacare.",1.0,No verdict,"""Our new (health care) plans are up to 60% less expensive and better"" than Obamacare.",1.0,true,"""Our new (health care) plans are up to 60% less expensive and better"" than Obamacare.",1.0,true,1,False,,,
